,loading,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,product_code_A,product_code_B,product_code_C,product_code_D,product_code_E,attribute_0_material_5,attribute_0_material_7,attribute_1_material_5,attribute_1_material_6,attribute_1_material_8,attribute_2_5,attribute_2_6,attribute_2_8,attribute_2_9,attribute_3_5,attribute_3_6,attribute_3_8,attribute_3_9,"measurement_0_grouped_(-0.001, 3.0]","measurement_0_grouped_(3.0, 4.0]","measurement_0_grouped_(4.0, 5.0]","measurement_0_grouped_(5.0, 6.0]","measurement_0_grouped_(6.0, 7.0]","measurement_0_grouped_(7.0, 8.0]","measurement_0_grouped_(8.0, 9.0]","measurement_0_grouped_(9.0, 11.0]","measurement_0_grouped_(11.0, 13.0]","measurement_0_grouped_(13.0, 29.0]","measurement_1_grouped_(-0.001, 4.0]","measurement_1_grouped_(4.0, 6.0]","measurement_1_grouped_(6.0, 7.0]","measurement_1_grouped_(7.0, 9.0]","measurement_1_grouped_(9.0, 10.0]","measurement_1_grouped_(10.0, 13.0]","measurement_1_grouped_(13.0, 29.0]","measurement_2_grouped_(-0.001, 2.0]","measurement_2_grouped_(2.0, 3.0]","measurement_2_grouped_(3.0, 4.0]","measurement_2_grouped_(4.0, 5.0]","measurement_2_grouped_(5.0, 6.0]","measurement_2_grouped_(6.0, 7.0]","measurement_2_grouped_(7.0, 8.0]","measurement_2_grouped_(8.0, 9.0]","measurement_2_grouped_(9.0, 11.0]","measurement_2_grouped_(11.0, 24.0]"
11061,120.42,6,5,7,17.655,11.236,16.018,17.778,10.292,17.784,11.159,17.327,18.171,9.496,16.131,15.539,15.938,14.512,462.457,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7332,184.23,3,9,4,17.072,12.409,17.147,16.935,12.128,18.746,11.592,16.842,15.461,11.087,18.521,17.587,16.213,,758.55,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8578,120.92,10,2,9,17.736,11.502,16.912,15.963,12.414,18.856,10.115,16.841,18.358,10.959,16.845,14.792,16.181,15.082,707.998,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14789,97.84,17,6,3,18.184,11.22,,17.628,12.106,16.759,13.372,15.236,19.875,9.911,16.082,18.07,15.504,15.13,535.931,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11470,204.65,11,9,3,17.872,14.198,17.387,16.789,10.831,19.408,11.973,17.352,19.812,12.173,,13.79,16.253,17.893,727.038,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
657,69.02,1,9,5,18.309,12.818,19.781,19.165,10.548,18.572,12.726,15.707,20.753,12.984,13.565,18.423,12.73,14.051,854.864,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2351,113.85,13,6,8,17.585,12.206,18.433,18.028,11.33,19.215,11.286,14.672,,14.003,15.492,14.502,13.424,17.556,804.423,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23791,63.44,7,18,12,16.997,11.925,16.391,16.509,11.214,,12.217,18.718,19.183,10.987,14.734,15.137,14.332,15.982,468.335,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10241,136.72,10,18,5,18.159,11.85,17.798,17.874,,17.808,10.548,17.207,16.912,,15.019,16.091,14.899,16.673,806.34,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
12862,117.15,7,16,4,17.601,9.487,17.494,18.085,9.487,20.146,11.126,15.613,18.45,11.534,16.708,17.9,,15.404,722.603,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23327,237.45,8,15,3,18.363,13.269,16.236,18.506,12.775,19.609,11.398,17.975,18.857,9.525,16.198,15.873,,18.905,849.922,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
16871,128.09,13,10,6,17.645,10.889,15.924,,12.247,17.038,11.004,18.273,19.242,9.671,14.687,15.961,16.96,,450.219,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1135,124.41,9,4,5,18.157,11.318,17.4,16.753,12.875,21.035,11.597,15.671,17.86,9.326,,14.376,14.461,17.716,875.15,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19354,,9,18,5,16.204,,17.51,17.346,12.718,18.807,9.876,14.83,18.276,11.141,14.669,16.519,16.406,,706.021,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8571,105.21,1,7,4,19.002,,17.515,20.216,12.13,18.171,11.417,17.295,18.202,12.161,17.929,17.715,13.704,20.036,762.357,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9328,122.26,2,9,3,16.886,12.372,17.393,15.734,10.957,19.787,9.857,16.71,16.836,11.608,13.035,16.493,16.573,19.276,612.322,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
24137,63.7,4,7,6,18.486,12.626,19.083,18.213,10.547,18.872,11.657,14.392,19.015,12.302,16.921,17.11,15.72,17.175,,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2176,74.02,10,2,3,18.759,11.911,17.519,17.615,12.587,19.127,12.273,15.536,17.598,10.698,16.367,17.511,14.8,16.348,759.114,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14186,151.56,7,8,19,16.778,13.72,16.525,16.466,11.549,20.764,11.719,15.691,17.789,11.198,16.529,15.462,12.455,,824.637,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14276,172.74,13,14,7,18.734,10.902,17.827,18.033,12.479,19.237,12.112,16.05,19.623,11.802,16.93,16.616,18.649,19.456,817.807,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4084,102.22,15,7,4,18.976,11.7,15.703,18.539,13.05,20.616,9.995,16.303,18.668,,,13.557,13.795,12.962,,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8162,141.9,10,3,11,18.986,11.161,17.144,18.688,12.839,18.01,10.788,13.753,20.768,11.798,13.386,16.246,16.18,,779.243,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3652,74.32,5,5,10,17.821,11.546,15.848,17.542,12.278,20.423,11.695,16.309,18.798,10.93,,17.63,14.579,15.692,742.782,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8351,121.87,5,0,10,18.854,12.413,16.243,16.831,12.255,18.972,12.618,16.273,17.649,13.147,15.936,16.0,,15.351,798.294,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24136,84.15,7,13,11,18.725,12.646,16.79,17.544,11.279,19.386,12.545,13.726,21.637,9.199,16.703,,15.367,15.917,783.215,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
333,205.07,7,7,5,18.192,10.974,15.69,18.747,12.724,18.183,12.465,17.565,18.379,13.304,17.312,15.755,12.559,15.673,,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6608,282.06,8,11,7,17.592,12.004,16.195,17.5,11.032,19.926,9.882,14.027,20.491,11.897,16.924,15.025,15.115,16.921,575.459,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
15396,97.42,10,7,11,18.665,13.181,16.322,18.01,11.29,17.836,11.61,16.905,18.074,10.754,16.103,,15.433,14.908,542.98,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7378,157.44,9,7,4,17.232,12.867,16.483,17.869,11.181,19.645,11.147,,,11.693,,18.61,13.018,16.793,664.541,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23030,89.22,9,7,10,17.755,,18.437,17.941,10.925,19.485,11.474,14.678,21.261,11.006,14.857,12.978,14.482,17.866,767.473,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19327,91.43,8,5,5,18.641,13.123,16.645,17.533,13.087,17.276,12.453,14.013,19.125,11.313,14.493,,15.785,18.771,659.168,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8146,92.23,6,3,9,19.778,12.372,16.716,17.018,12.854,19.649,12.65,17.136,20.462,11.113,14.909,17.63,16.926,16.126,883.96,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19927,130.1,4,2,11,17.241,10.736,16.448,16.477,11.596,20.664,11.158,18.676,18.676,13.291,13.725,16.08,13.523,18.035,635.332,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4374,150.78,3,10,7,18.489,10.028,,17.139,11.171,18.507,11.103,17.298,20.97,10.844,16.421,16.775,14.333,15.298,,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3824,89.71,9,2,7,18.57,12.9,16.944,18.009,12.873,18.23,9.238,17.61,21.545,14.255,15.882,13.767,11.614,,688.667,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24185,91.42,4,4,12,18.848,11.331,16.734,18.806,11.686,20.488,12.654,17.267,18.851,10.599,16.294,13.818,16.329,16.189,882.701,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13268,187.63,17,11,10,17.98,,15.582,17.299,11.351,18.659,12.397,16.412,20.871,10.319,16.32,15.222,14.54,13.971,605.007,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3717,133.57,15,2,2,18.778,13.208,16.697,16.923,11.31,18.69,10.873,16.51,,11.322,,15.292,16.456,17.084,644.68,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24032,134.24,4,10,11,18.484,11.838,15.751,18.69,13.406,18.693,11.52,16.725,22.306,15.66,16.397,14.371,15.651,18.388,683.706,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19005,110.37,3,12,3,19.817,12.3,17.274,17.209,11.591,19.416,12.775,17.444,19.041,8.937,15.084,15.475,16.462,16.82,,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
12477,145.35,7,5,1,20.425,11.49,16.889,18.833,11.522,18.83,11.375,16.461,18.907,,17.947,16.357,14.714,,670.413,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1811,126.85,19,8,1,17.976,12.885,17.513,,10.316,17.88,11.786,14.545,19.689,14.223,16.744,17.039,13.223,16.802,662.145,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
17099,90.0,15,10,10,19.965,13.743,18.732,17.51,11.305,19.788,11.618,14.453,19.937,9.533,16.537,15.596,13.935,15.559,880.188,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2368,167.95,5,9,4,17.67,12.191,15.549,16.533,10.444,19.935,9.885,14.204,19.295,16.052,16.37,15.545,12.088,14.832,625.696,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12124,123.26,13,5,7,16.564,11.527,15.896,17.0,13.051,18.411,10.89,15.205,,,15.075,14.404,,16.81,612.605,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6028,122.41,2,22,7,16.71,9.856,19.005,18.486,11.636,20.012,11.042,17.679,18.225,13.417,13.994,14.836,15.482,14.217,646.315,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15326,134.2,4,9,3,16.525,11.163,15.585,15.697,12.305,19.421,11.057,16.768,18.631,13.157,16.826,17.459,13.475,16.39,653.878,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4280,160.33,8,1,2,18.008,10.415,16.775,18.036,13.232,19.527,11.179,17.956,17.464,9.138,16.45,18.297,15.578,14.019,750.396,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11898,216.47,4,12,4,18.49,11.32,15.824,17.586,13.225,20.489,10.38,15.551,17.643,9.956,15.567,16.651,17.788,15.371,791.31,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
14091,90.4,0,13,2,16.906,11.95,,16.66,11.505,18.979,12.383,17.497,16.953,12.362,14.264,18.649,16.463,17.541,786.601,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
22333,125.97,4,6,8,17.048,13.123,18.945,,12.993,17.105,11.789,16.187,19.64,10.437,16.109,13.462,16.107,,705.344,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10349,115.51,4,1,10,16.905,10.688,16.721,18.393,10.701,18.432,12.214,14.514,19.491,,14.409,15.685,14.938,15.603,556.012,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5501,118.83,16,17,6,16.64,11.993,16.839,18.168,11.251,20.723,10.614,17.65,19.284,12.326,16.691,15.613,16.847,20.552,618.408,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
17681,135.0,5,10,10,18.601,11.426,17.606,16.726,10.375,17.304,10.394,16.648,19.043,8.781,15.613,13.798,,17.202,513.791,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
21390,93.18,11,10,5,17.003,11.323,14.924,18.418,11.992,19.92,11.577,16.76,20.381,11.346,13.347,14.886,13.612,16.748,,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13507,65.02,4,15,1,18.366,12.487,18.639,17.759,11.329,20.102,12.812,17.672,19.762,12.613,14.822,,14.944,16.788,915.526,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
13914,115.68,12,8,10,17.701,12.417,18.228,15.688,12.291,16.152,11.507,17.005,18.185,,15.276,17.492,17.557,16.831,510.078,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5788,122.24,4,7,8,17.304,10.164,16.961,18.29,11.41,19.957,,16.12,15.672,10.991,17.845,15.974,16.6,14.394,563.548,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10941,82.02,6,5,3,15.532,9.016,16.354,16.155,12.197,18.189,10.591,15.826,20.856,13.125,14.989,14.634,16.278,17.176,564.071,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11337,156.59,6,15,5,18.471,12.541,17.403,18.36,11.04,18.109,10.637,17.027,17.893,12.943,16.823,20.576,16.254,13.463,580.672,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
21667,147.15,1,20,1,18.228,9.471,19.199,16.806,12.763,18.505,11.446,13.592,19.249,11.61,15.914,16.376,14.197,17.336,614.439,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11706,117.72,12,11,2,18.053,11.672,16.953,16.947,12.917,,11.549,15.874,18.041,8.91,15.899,14.837,20.784,17.13,702.572,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
24254,75.87,3,12,8,17.609,11.473,16.527,17.747,12.696,20.278,9.282,14.594,19.607,12.968,15.934,15.381,,17.237,713.4,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
19742,75.42,5,6,7,16.234,11.706,17.423,18.275,11.052,20.117,11.353,16.592,18.431,11.31,13.698,15.62,14.295,17.598,783.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4476,104.29,19,2,2,18.901,11.716,17.585,18.572,11.116,18.243,12.872,16.839,19.293,11.604,15.332,17.229,14.806,16.533,680.775,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12922,83.04,7,9,7,19.926,12.046,17.516,17.277,11.594,17.904,10.968,16.0,16.905,11.027,16.505,14.37,14.33,15.823,596.086,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12465,157.85,3,4,2,17.659,12.957,17.054,18.13,,17.525,11.917,16.664,17.015,12.69,15.507,15.479,12.785,15.607,663.949,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17891,53.4,9,10,13,17.143,13.237,17.023,16.009,11.605,20.401,12.333,17.214,19.329,,16.197,12.956,15.619,19.583,610.858,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12471,111.39,11,7,8,17.078,10.543,17.389,17.247,11.242,17.95,11.768,14.996,21.617,10.44,,16.757,11.941,14.728,607.74,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12034,150.67,3,14,4,18.281,10.222,19.471,17.237,12.293,20.043,12.094,15.905,19.14,13.17,15.035,20.803,,13.328,963.284,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14455,122.39,8,11,8,17.65,12.342,16.787,17.482,11.274,19.197,11.066,16.722,18.945,10.367,15.161,17.191,,19.605,667.07,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3813,79.16,12,4,3,,10.872,15.724,19.155,11.007,18.894,12.236,17.586,17.406,11.567,,15.104,15.264,15.716,620.292,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12324,77.92,12,7,9,17.812,12.227,18.491,17.845,11.268,19.967,9.974,16.761,19.778,9.404,18.092,15.599,13.974,13.532,789.144,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12333,108.95,3,4,2,17.451,10.294,17.179,18.053,10.622,21.267,11.781,15.471,19.893,10.755,,15.648,14.527,13.594,878.498,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11462,118.96,6,8,3,18.405,11.867,16.288,16.572,9.688,19.465,12.71,16.521,20.624,13.332,14.407,14.755,17.969,19.685,652.678,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
26086,78.33,13,10,9,18.793,12.533,17.539,17.095,11.523,18.832,11.632,16.072,21.417,13.487,15.412,13.501,14.864,17.569,733.617,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
164,91.43,8,3,9,16.016,11.48,16.324,15.762,12.312,20.96,12.478,17.328,17.552,12.632,16.111,16.559,14.094,17.889,766.298,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8402,80.03,11,10,5,16.863,12.582,18.138,,11.863,18.376,,,18.099,12.228,16.246,16.246,17.284,17.766,754.062,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
18684,94.35,7,7,6,16.866,10.769,18.146,16.986,11.963,20.478,10.337,17.659,20.689,11.765,15.643,17.325,13.266,17.514,788.606,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8570,190.91,9,15,4,17.765,10.314,17.102,18.594,12.233,,,17.567,15.867,10.419,17.278,14.797,15.607,16.767,692.096,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
9369,168.87,3,6,9,15.989,12.589,16.816,17.61,11.426,,13.43,16.483,18.131,11.15,16.189,15.567,18.217,15.224,722.884,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22072,110.17,2,2,14,17.611,10.95,14.929,18.86,11.572,18.994,10.96,18.651,19.124,11.546,15.346,14.722,,16.223,601.277,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
