,failure
7664,1
25196,1
18789,0
23167,0
6375,0
11561,0
15239,0
7441,1
10124,1
8643,0
8295,1
19131,0
4063,0
17913,0
21839,0
3890,0
11557,0
2095,0
15678,0
2833,1
9894,0
12254,1
25459,0
24626,0
21967,1
14397,0
19390,1
25628,0
21961,0
12414,0
13030,1
22299,0
15497,1
11056,0
20686,0
12291,0
2463,1
18927,1
2113,0
12971,0
19316,0
13440,0
6801,1
3696,1
5131,0
12320,0
13971,0
19895,0
10190,1
24106,0
11758,0
14055,0
5715,1
12419,0
11680,0
13770,1
3503,0
24182,0
9427,1
16021,0
12239,1
22005,0
7057,0
7328,1
23559,0
15286,0
25645,0
9227,0
18942,0
9675,0
21558,1
3809,0
23738,0
17953,0
7930,0
1572,0
15889,0
12674,0
21965,0
10794,0
22581,0
13486,0
12925,0
24938,0
25593,0
9897,0
6048,0
23601,0
3410,1
26494,0
5749,0
21344,0
20455,0
16551,0
7022,1
3722,1
23681,0
9761,1
20283,0
21437,0
12505,0
20536,0
20633,0
21161,1
10844,0
16035,0
9816,0
25620,0
14436,0
8753,0
12256,0
21304,1
18441,0
1995,0
5523,1
10779,1
19787,0
9468,0
22198,0
7887,0
9832,1
2376,0
3524,0
3487,0
3827,0
10718,1
2878,1
4075,0
7465,0
13552,0
25995,0
3913,1
12703,1
9204,0
17528,0
9020,1
20032,0
13650,1
5283,0
25281,0
2264,0
6446,0
18265,0
17508,0
15638,0
4001,0
1958,0
17071,0
12191,1
18201,0
20579,0
22945,0
5663,0
2838,0
3894,1
9076,0
22141,0
13580,1
25107,0
14863,0
12190,0
18106,0
267,0
3112,0
6526,0
2500,0
18907,0
10919,0
25817,0
20131,0
25762,0
25763,0
13467,0
3480,0
5849,1
23490,0
14619,0
18369,0
23004,0
10558,0
25113,1
5152,0
12509,0
10790,1
26129,1
21740,1
10457,1
4218,0
1599,0
23070,0
5872,0
7153,0
17758,1
13637,1
16730,0
7235,1
9081,0
5833,0
23181,0
17617,0
21902,0
10589,0
4069,1
6585,0
17536,0
7302,0
10439,0
22599,0
18105,0
18016,0
23089,0
20944,0
37,0
25139,0
25011,0
21207,0
16247,0
8674,0
26517,0
5623,0
7510,0
25583,0
11010,0
6871,0
19475,0
11154,0
18937,1
1259,0
21660,0
8269,0
12592,1
24163,1
18688,0
8370,1
18584,1
23355,0
10853,0
22988,0
12966,1
13024,0
7717,0
5133,1
6118,0
15336,0
22673,0
25626,0
9516,1
4975,0
16571,0
23548,0
12110,0
2561,1
22531,0
16984,0
16256,1
174,0
19155,0
547,0
12786,0
2421,0
21835,0
209,1
6164,0
2641,1
8652,0
13567,1
2749,0
235,0
2667,1
2761,0
19177,1
2270,0
12307,0
1585,0
15890,0
5421,0
12584,0
6316,0
6203,1
6589,0
2952,1
18734,1
21490,0
12621,0
24198,1
6344,0
16922,0
4547,1
10944,0
5487,0
3373,1
13181,1
4896,0
15390,0
9322,0
11274,1
26321,1
17602,0
11438,0
16160,0
15,0
1902,1
15446,0
25615,0
9895,0
12736,0
7836,0
21844,0
2547,0
7429,0
3795,0
17304,1
7991,1
14557,0
24776,0
1219,0
8688,0
11598,1
15629,0
10653,0
12870,0
1520,0
2502,0
703,1
17002,0
16027,1
10928,1
25842,0
14934,0
3249,0
1290,0
5930,0
9649,0
6469,0
5101,0
11511,0
19542,0
18018,0
596,1
1071,0
22235,0
4123,0
22216,0
2590,0
23772,1
6967,0
2221,0
11190,0
20041,1
1035,0
22575,0
11030,0
13561,0
20128,1
3783,0
21155,0
6402,1
1245,0
22483,0
21431,1
16306,0
1017,0
23824,0
18754,1
1275,0
17171,0
20548,0
11951,1
8718,0
24448,0
17258,1
10885,0
17373,0
23570,0
25945,0
23876,0
8842,1
19966,0
2948,0
7602,0
7184,0
5796,1
11489,0
16940,1
19607,1
11588,0
2397,1
6605,0
20298,0
20677,0
18093,0
23048,1
11659,1
20221,0
19566,1
19001,0
1037,0
19351,0
5726,0
15439,0
2063,0
14452,0
6607,0
15595,0
20134,1
19691,1
26135,0
25133,0
14946,0
15006,0
16393,0
22451,1
26432,0
14009,0
7009,1
23642,0
1,0
5844,0
10934,1
4463,0
23922,0
26118,0
21326,0
25905,0
8530,1
6412,0
20777,0
13307,0
24392,0
23178,0
14827,1
24772,0
2480,0
25373,1
3498,1
3045,0
23060,1
124,0
26405,0
13758,1
18527,0
18879,0
23356,0
15236,0
20314,1
23741,0
3577,0
541,1
19971,0
17787,0
3635,1
12304,1
803,0
8454,0
12130,0
9412,0
1338,0
22444,0
4319,1
2495,0
16379,0
16394,0
12373,0
21278,0
21159,0
19445,0
17293,0
12292,0
298,0
12591,0
856,0
17243,0
8907,0
17730,0
5594,0
12523,0
24814,1
18576,1
24306,1
16770,0
22084,0
21150,0
10370,0
22640,0
4830,0
14687,0
16503,1
6087,0
13859,1
15543,0
13484,0
25875,0
6474,0
2579,1
6260,0
24549,0
17385,0
22582,0
24223,0
14203,1
14927,0
8420,0
1956,1
18703,0
6593,0
15961,0
13064,0
13835,1
7793,0
25304,0
7609,0
16272,1
1126,0
22131,1
13112,1
20003,0
1993,0
21459,0
1358,0
6249,0
9601,1
7650,0
6186,0
19466,0
17291,0
3936,0
632,0
19142,0
23617,0
19400,0
18740,1
4530,0
13048,1
17014,0
8328,0
10762,1
22508,1
9795,0
20420,0
274,0
13162,0
20358,0
10549,0
8475,0
4583,0
9336,0
12302,0
13249,1
2424,0
19658,0
18274,0
19555,0
2177,0
20464,0
19267,0
25379,1
20962,0
13140,0
17375,1
10139,1
4130,0
2141,0
2228,0
7618,0
16154,0
7821,0
7829,0
8287,0
16679,0
12911,0
1333,0
26023,0
24443,0
10031,1
25254,0
21461,0
21816,0
6699,0
16985,0
5148,0
25268,0
26055,0
22905,0
19444,0
9571,0
21755,1
767,0
26295,0
5573,0
17335,0
12222,0
21211,0
7422,0
25197,0
14444,0
19892,1
7166,1
15553,1
4253,1
20453,0
1431,1
22043,1
11215,0
25594,1
25303,0
20409,1
6577,0
6143,1
9941,0
17760,1
6043,0
24816,0
22228,0
19380,0
1124,0
6111,0
17178,1
12454,0
1385,0
13093,0
19041,0
10458,0
25791,1
8932,0
16718,0
4921,0
13801,1
23609,0
12478,0
4234,0
15481,0
12140,0
4635,0
10862,0
17952,0
291,0
20671,0
19295,0
2943,1
8748,0
7243,1
12321,0
25311,0
14049,0
23113,1
6774,0
24349,0
8164,0
15097,0
1988,0
8428,0
17136,1
15177,0
818,0
19944,0
10898,1
24218,0
3343,0
4977,0
7226,0
25232,0
5122,0
3090,1
15172,0
24023,1
19669,0
21291,1
2815,0
16132,0
25997,1
20088,0
2883,0
7724,0
13469,0
7833,0
3335,1
14830,0
15369,0
14182,0
4740,1
20178,0
20085,0
20460,0
4693,0
24127,0
6988,0
24267,1
8360,0
13497,0
11405,1
1756,0
17791,0
22737,0
6270,0
11497,1
21409,1
21179,0
25414,0
26282,0
24003,0
9246,0
7487,0
23518,0
8871,0
5465,0
20430,0
19606,1
11144,0
13604,0
17619,1
20591,0
17962,1
23648,0
263,0
18979,0
23513,1
23899,0
19039,1
14875,0
19225,1
14821,0
24955,0
7541,0
8038,0
12221,0
8720,0
4719,1
12000,0
25812,1
4387,0
2880,1
9767,0
12855,1
11821,0
5992,1
19970,0
20114,0
2946,0
4717,0
269,1
11410,1
24847,0
2632,0
11251,1
23386,1
4198,1
20946,1
16748,0
24133,0
15495,0
3982,0
2842,0
8013,1
1142,0
23753,0
24934,0
12350,0
23337,1
9648,0
21183,0
23743,0
146,0
25774,1
2456,0
21144,0
9798,0
13697,1
6520,0
817,0
5428,1
25411,0
8580,0
8231,0
24799,0
16836,0
23979,0
20999,0
25600,0
20694,0
20942,0
14365,0
21518,0
4766,0
20094,0
18743,1
5419,0
11661,0
7748,0
20169,0
2950,0
14918,0
6360,0
8306,0
1606,1
14996,0
25604,0
24252,1
12846,0
3223,0
7279,0
16271,0
21781,0
5922,0
14887,1
13146,1
12771,0
21492,0
26072,0
6689,0
5139,0
16781,0
21584,0
24700,1
18496,0
8276,0
13803,1
26338,0
15150,0
18558,0
8182,1
3155,1
17909,0
10188,1
1395,0
20475,0
9704,0
19603,0
23205,0
20703,0
19202,0
10029,0
5738,0
12027,0
24811,0
16917,1
345,0
15851,1
133,0
24467,0
6705,0
22013,0
11808,0
19976,0
20170,0
1061,1
8700,0
4389,1
4349,0
18723,1
24085,1
12494,0
7772,0
25596,0
12335,0
14899,0
14950,0
15670,0
11668,1
2071,1
3789,0
12337,0
9746,0
15092,0
23072,0
9333,0
13510,1
18526,0
9537,0
21801,0
15219,0
8656,1
4755,0
26398,1
11537,0
1904,0
19604,0
20429,0
3655,1
8869,0
20959,0
10857,0
2268,0
8531,0
23942,0
9678,1
7406,0
8512,1
14080,1
10501,1
10534,0
1542,1
18296,0
18002,0
13362,0
7642,0
1462,0
18698,0
18352,1
2925,0
10571,1
23074,0
22562,0
19135,0
19857,0
18384,0
18102,0
25440,1
14753,0
5560,1
23287,0
310,1
19634,0
24883,1
194,1
9044,1
12806,1
11285,1
25398,1
3546,0
11296,0
1848,0
22055,0
23960,0
10842,1
3521,0
420,0
10641,1
6404,0
16611,1
5344,0
11767,0
9178,0
444,0
23450,1
13535,0
13772,0
3192,0
7911,0
26534,0
900,0
6675,0
8366,1
3769,0
25132,1
16505,1
24710,0
12331,0
25518,1
22966,0
25306,0
4520,0
20826,1
8535,1
19848,0
382,0
8505,0
21704,0
17865,0
19467,0
9626,0
5918,1
25148,0
15812,0
16987,0
3359,0
16916,0
1363,1
4395,0
21787,0
24207,1
19811,0
25983,0
9236,1
21343,1
15948,0
8560,0
19619,0
22273,0
17009,0
23221,0
16892,0
20790,0
18321,1
21909,0
4986,0
5161,0
1686,0
3849,0
1298,0
16435,1
3141,0
5184,1
7975,0
16053,0
15667,0
21312,1
3019,0
18241,0
21998,0
20198,0
21180,1
6981,0
9195,0
10726,0
5296,0
9208,0
23276,0
17869,0
23596,1
21570,0
6731,0
15429,0
4265,0
3257,1
12041,0
11750,0
7594,0
4500,0
24170,0
4911,0
22772,0
4456,0
15175,0
20795,0
13047,0
9923,0
10432,1
4944,0
19837,0
20838,0
12938,0
2687,0
1912,0
5140,1
1159,0
14198,0
20372,1
21322,0
2184,0
16121,0
10039,0
25980,0
22980,0
8297,0
18481,1
11530,0
10017,0
21559,0
11840,0
8081,0
20580,0
15154,0
23955,0
22977,1
6376,0
16225,0
7408,0
5879,0
1563,0
18741,0
24183,0
7488,0
7479,0
561,1
18470,0
11770,0
7787,0
5315,0
3188,0
16259,0
10808,0
17755,0
14135,0
2920,0
19358,0
16179,1
22361,1
4281,0
6630,0
12518,0
9657,1
4231,0
1591,0
22145,0
15444,0
23862,0
18574,1
14819,0
6153,0
19181,0
16645,0
3885,0
17307,1
7182,0
5731,0
8594,0
11389,0
6166,0
14103,0
15351,0
6596,0
3024,1
3564,0
8777,0
16368,0
2182,0
7967,0
14892,0
7045,1
13118,1
19540,0
18952,1
8711,0
14096,0
7899,0
5648,1
17757,0
2261,1
2831,0
20800,0
19353,0
25597,0
9544,1
1519,1
6527,1
949,1
15821,0
1714,0
3117,0
15906,1
13201,0
19584,0
21548,0
26516,0
16740,0
3915,0
11430,0
1733,0
22134,0
23444,0
233,0
17655,0
2548,1
22625,0
26387,0
5579,0
16134,1
24633,0
11035,0
17469,0
13178,1
19672,0
17070,1
22455,0
6501,1
9426,0
6237,1
15435,0
7952,0
4205,0
18512,0
7074,0
21830,0
23500,0
21918,0
6960,1
7258,1
16353,0
11641,0
9594,0
14482,0
26416,0
10199,1
21788,0
23875,0
19430,0
12539,1
9101,0
17658,1
20347,1
18159,1
10278,0
18465,0
2832,0
17112,0
19152,1
1895,0
3688,0
26393,0
5481,0
11954,0
3508,0
12919,0
11570,0
12107,1
10598,1
23056,0
13940,0
1764,0
9031,0
13584,0
20484,0
15563,0
15399,1
20696,0
3636,0
15306,0
14163,0
19357,0
17811,0
13000,0
21890,0
25731,0
4705,0
21783,0
13241,1
19238,0
8304,0
11013,1
24827,0
6883,0
19471,1
10222,0
10930,1
14693,0
7760,0
15248,0
23255,0
14648,0
8692,1
5359,0
17564,0
13681,1
11314,0
4373,0
21656,0
12229,1
18432,1
25404,0
6715,0
17253,0
24245,0
6351,0
4767,1
6205,0
13665,0
10878,0
19272,1
19624,0
19902,0
8650,0
15315,0
14183,0
5155,1
6651,0
19743,0
25186,0
22279,0
25650,0
9922,0
15967,0
15264,0
18825,0
7732,1
1536,1
3780,1
10321,1
356,1
15183,1
9741,0
25,0
5518,0
22351,0
16934,0
2402,0
14476,0
9787,0
24052,0
14018,0
1704,1
12688,0
17280,0
4780,0
12553,0
20709,1
20640,0
15626,0
10784,1
16391,0
3402,1
14785,0
17959,0
16564,1
23069,0
16910,1
3914,0
6877,0
3553,1
2827,0
3567,0
25330,0
3679,0
7440,1
4262,0
12892,0
19510,0
3759,1
4582,0
14341,1
19922,0
26549,0
13740,0
7389,0
20981,0
19004,0
3617,0
12365,0
16943,0
24736,0
12758,0
2160,0
8561,0
23244,0
10973,1
11722,1
1106,0
21934,0
6875,0
7520,0
20391,0
13998,0
6549,0
12510,0
21166,0
8112,0
24021,0
21520,0
9860,0
15009,0
7109,0
6891,0
1087,0
2891,0
12749,0
1270,0
10561,0
19724,1
23435,0
25111,0
14066,1
17513,0
23226,0
6349,0
2457,0
18278,0
16693,0
1095,0
11293,0
16064,0
18634,0
17305,1
15533,0
21928,0
5411,1
10890,0
8431,0
6550,0
11355,0
20846,0
26058,1
7542,0
17745,1
23740,1
25709,0
26245,1
6809,0
15111,0
17830,1
9110,0
12868,1
3328,0
6800,0
7870,0
4306,0
2506,0
19596,0
2731,0
5483,1
17129,1
1933,1
25211,0
25691,0
18132,0
15233,0
14464,0
20332,0
17282,1
24688,0
25035,1
1276,0
21439,0
185,0
22424,0
713,0
20212,0
6591,0
14491,1
1823,1
4107,1
25425,0
12883,0
7872,0
22234,0
16344,0
15999,1
13202,0
14589,0
18972,0
25992,0
3537,0
9978,0
15295,1
17590,0
12345,0
5838,0
25910,0
21700,0
3572,0
23267,0
26353,0
23583,0
16782,0
8722,0
10065,0
895,0
4264,1
9012,0
17438,0
20760,0
21575,1
21734,0
5412,1
26419,1
22850,0
15252,0
18899,0
1468,1
4375,0
14073,0
15737,0
9261,0
17690,0
14301,1
10914,0
7205,0
11778,0
6810,0
10852,1
12666,0
12310,0
11273,0
22573,1
7902,0
3057,0
17308,1
23236,0
6688,1
5186,0
1465,0
20263,0
25773,0
13539,0
14372,0
11510,0
20242,1
544,1
23354,0
18203,0
22975,1
20376,1
21514,0
11949,1
10320,0
24661,0
22544,0
20086,1
1066,0
2671,0
24312,0
4486,1
16159,0
25044,1
538,0
24048,0
23565,0
14960,0
3705,0
17389,0
21162,1
16162,0
2290,0
15586,0
2986,0
15044,0
19804,0
8927,1
18717,1
11862,0
19056,1
21011,0
23934,0
12603,1
18904,0
14709,1
8881,1
9093,0
5158,0
2975,0
15222,0
23802,1
6612,0
20081,0
13832,0
13269,0
9453,0
13289,0
1283,0
34,0
872,0
4561,0
395,0
11431,0
21475,0
1347,0
26424,0
6918,0
14030,0
5172,0
16489,0
5787,0
17431,0
10781,0
23171,0
24061,0
19680,0
24115,0
14158,0
4016,0
14684,0
9010,0
23754,0
2876,0
2350,0
7029,0
1515,0
16649,0
3926,0
15216,0
23785,1
24928,1
23512,0
5228,0
17759,0
6252,0
22206,0
8196,0
3625,0
3010,1
2002,0
3017,0
11899,0
4341,1
16352,0
20613,1
10734,0
14331,0
5232,0
24075,0
12325,0
15386,1
15519,0
24595,0
21676,1
961,1
21495,0
21381,0
16175,0
15550,0
2130,0
4972,0
26438,0
19221,1
25696,0
12146,0
574,1
6901,0
7516,0
14577,0
18259,0
1213,1
15975,0
10510,0
14338,0
10711,1
7863,0
13542,1
15140,0
8185,0
22710,0
12864,1
21321,0
18489,0
10178,0
9162,0
10695,0
26276,0
24653,0
25821,1
18379,1
25128,1
776,1
3854,0
1466,1
1570,0
11170,0
19214,0
9186,0
9910,1
4597,0
13883,0
18049,1
5708,0
22193,0
3485,1
15560,0
528,0
9939,0
1950,0
21382,0
11987,1
7360,0
17219,0
1914,0
5473,0
8675,1
18890,0
15514,0
8154,0
11374,0
9573,0
21041,1
4099,0
8116,1
22796,0
24015,0
20813,1
3421,1
15072,0
10008,1
2365,0
21442,0
2460,0
18163,0
16698,0
19954,0
25222,0
4019,0
13363,0
19990,1
19587,0
24831,0
8314,0
1602,1
12275,0
26039,0
10476,0
8126,0
15779,1
21172,0
20939,1
7864,0
20889,0
9760,0
24175,0
8337,0
22358,0
11436,0
13834,0
938,0
11959,0
13225,0
25950,0
2760,0
5529,0
3594,0
5459,0
2847,0
7014,1
26144,0
20384,1
24157,0
19146,0
17979,0
9636,0
19317,1
17237,0
7518,0
9262,0
16711,1
18197,1
7055,0
6790,1
190,0
26473,0
14667,0
13503,0
21433,0
22331,0
4392,1
9064,1
21296,0
15810,1
12626,0
15944,0
17530,0
9217,0
988,0
3341,0
20187,0
17650,1
26120,0
3266,0
24297,0
7705,0
7206,0
17296,0
8790,1
12118,0
17500,0
17736,0
11323,0
6599,0
8368,1
716,1
2076,0
13327,0
7468,1
25977,0
23496,0
15927,1
25194,0
21237,0
1232,1
3947,0
19942,1
2789,0
3493,0
9132,1
22620,1
19188,0
18771,0
3534,0
9176,0
23319,1
5913,0
12506,0
18696,1
7749,0
928,1
20504,1
6368,0
7703,0
6789,1
26332,0
8820,0
21213,1
6746,1
24265,0
14035,0
9009,0
6499,1
6788,0
18883,0
13911,1
4133,1
8936,0
15719,0
16563,0
26011,0
14466,0
18779,0
9510,0
8713,0
8597,0
24986,0
3600,0
4565,1
8223,0
15237,0
26369,0
17669,0
5511,0
13965,0
2874,0
23198,1
4221,0
24033,1
20405,0
22700,0
18299,0
455,0
13622,0
4437,0
25782,1
24578,0
24716,1
21394,0
3158,0
6510,0
9370,0
23021,0
25313,1
17587,0
22204,0
8365,1
19435,0
14658,0
19568,1
1629,1
17816,0
19557,0
7019,0
10997,1
16894,1
13935,0
3412,1
1082,0
16914,0
801,0
11360,0
1308,0
14184,0
18046,0
25094,0
22510,0
5030,0
13778,0
16607,1
16122,0
4919,0
4656,0
13175,0
15907,1
25516,0
12098,0
18144,0
13347,0
13340,0
11261,0
635,0
7773,1
17027,0
18440,0
12631,0
23541,0
22115,0
20655,1
20027,0
2746,0
7145,1
906,0
20349,0
22150,0
22038,1
11966,1
2825,0
2267,0
3123,0
9700,0
11705,0
1494,0
25014,1
26034,0
13216,0
7095,0
26098,0
12724,1
9175,0
25343,0
20554,0
13069,0
20965,0
22186,0
17653,0
12886,0
1399,0
6677,0
2570,1
5270,0
7317,0
12694,0
15193,0
5664,0
6269,1
8590,0
12341,1
24472,1
14137,0
24012,0
15003,0
17594,1
9423,1
7934,0
9253,0
2642,1
874,0
10985,1
23397,0
6338,1
23952,0
12673,0
26545,1
15131,0
3845,1
9100,0
5939,0
18677,0
12142,0
7458,0
8648,0
17226,0
7168,0
26368,1
10668,0
18283,1
6586,0
12541,0
17636,0
11587,0
7490,0
10609,0
9160,0
12638,0
4818,1
24683,1
7254,0
10325,0
5863,0
3472,0
26293,1
7221,0
15263,0
23052,0
6606,0
11180,0
22593,0
15015,0
18778,0
15008,0
7025,0
17245,1
8265,1
23651,0
22611,0
22955,0
8430,1
11055,1
25144,0
6730,1
23595,0
5602,0
5006,1
12851,0
17350,1
22678,0
2902,0
10535,0
7741,0
25858,0
24943,0
4125,0
24065,0
11407,0
10858,1
21385,0
18041,0
189,0
10543,0
15062,1
15632,0
15736,0
16443,0
1868,1
13987,0
18290,0
12656,0
24199,0
17386,0
13917,1
12052,1
20356,0
5924,1
18806,1
7948,0
4030,0
18180,0
4235,0
4455,0
891,0
5327,0
6866,0
20822,0
628,0
3227,0
1611,0
24053,0
11810,1
11452,0
828,0
21663,1
4062,0
18426,0
21912,0
19079,0
26196,0
19326,0
17874,1
18953,0
24250,0
4549,0
16140,0
19709,0
20293,1
18608,0
7980,0
23413,0
25470,1
7958,0
7937,0
9290,0
1578,0
20836,0
4676,1
4855,0
19810,0
22119,1
6221,0
10720,0
11324,0
21483,0
4629,0
19014,0
25859,0
26518,0
11686,0
21224,0
8848,0
976,0
25189,0
19965,1
5654,0
22999,1
9950,1
21270,0
1931,0
17073,0
11734,0
5017,0
10963,0
334,0
2006,0
3674,1
8452,0
5864,0
2409,1
20206,0
8485,0
13244,0
9173,0
20927,0
25872,1
6062,0
13620,0
2637,0
3750,0
20200,0
15656,0
5892,0
12866,0
14401,0
7925,1
2882,1
18549,1
8198,0
13812,0
8548,1
23655,1
6629,0
13152,0
16377,0
3276,0
17261,1
11853,0
22049,1
15754,0
7668,1
7309,1
9974,0
24577,0
15441,0
10765,0
12662,0
1768,0
11863,0
6971,0
22490,0
8408,0
13198,0
11156,0
8442,0
15260,0
10229,0
3771,0
17467,0
15880,0
24598,0
9503,0
17866,0
533,0
25753,0
8900,0
343,0
2339,0
20992,0
5569,0
15601,0
10532,0
26506,0
17615,0
15340,0
24303,0
4201,0
16478,0
21650,0
13724,0
15681,0
18425,0
1413,0
25428,1
9593,0
25451,0
25265,0
2445,0
23043,0
1989,0
256,0
18395,0
4581,0
19120,1
16618,0
16628,0
24708,1
10379,0
9892,0
22663,0
7776,0
14660,1
17971,0
10296,0
2767,1
19421,0
14796,0
9409,0
22822,0
4660,0
22492,0
17926,0
10140,0
10694,0
13280,0
7491,0
1503,0
13689,0
1927,1
2645,0
10444,0
7298,0
25506,0
4200,0
6488,0
12353,0
299,0
5019,0
21899,0
8101,0
19516,0
13590,0
23328,0
2373,0
17517,0
20742,1
12624,0
8646,0
5183,0
2909,1
9494,0
13285,0
2016,0
531,0
22397,1
20802,0
8201,0
20685,0
10850,1
3143,1
10802,0
4494,0
18657,0
1507,0
15831,0
6023,1
14560,0
14757,0
8602,0
20820,0
9136,0
25013,0
2477,0
7530,0
13544,1
17507,0
5553,0
22823,0
2635,0
3034,0
16594,1
24280,1
16346,0
1249,0
8838,1
25775,0
8105,0
10665,0
25007,0
3109,0
6335,0
14211,0
7577,1
20493,0
2540,0
18673,0
22148,0
10767,0
852,0
7470,0
24947,0
16826,0
18317,0
1215,0
10555,1
10160,0
11829,0
14817,0
3669,0
11571,1
20936,0
26246,0
3028,0
23731,1
2224,0
16380,0
21297,0
11582,0
3725,0
21677,0
23433,0
20702,0
21215,0
20947,1
19688,1
4151,0
15796,0
18359,0
3126,0
13356,0
15128,0
13052,1
18284,0
1083,0
13693,0
24463,0
1806,0
3449,1
6726,0
21655,0
8125,0
9045,0
19834,0
10297,0
26333,0
15536,1
2618,0
7683,0
11104,1
26498,0
14519,0
10145,0
3714,0
5862,1
17520,0
4996,0
10713,0
15389,0
13316,0
23848,0
15411,1
12634,0
21050,0
10764,1
25209,0
13394,0
19036,1
21131,0
9685,1
26365,0
19907,0
11493,1
25624,1
23873,0
1016,0
3021,0
18035,1
18012,0
21061,0
23483,0
9366,0
21762,1
15272,0
16600,0
14638,0
13262,0
20176,0
11534,1
12699,0
8089,0
17717,1
1368,0
13388,0
5813,1
21098,1
14811,0
2704,0
25824,1
22335,0
294,0
15745,0
237,0
19235,0
20071,0
17839,1
2516,0
3411,0
24855,0
15327,0
17588,0
1638,0
21834,0
20990,0
19038,0
14318,1
7927,0
9604,1
25944,0
9091,0
17182,0
8055,0
6614,0
1485,1
6645,0
3237,0
6996,0
17916,0
2779,0
17207,0
14614,0
13764,0
15732,1
14001,0
16860,0
22669,0
7682,0
13050,0
22986,0
13105,0
1149,0
20609,0
21595,1
21016,0
16727,0
3888,0
10854,0
7082,0
14037,0
5657,1
1484,1
8754,0
15125,0
16517,0
21901,0
22751,0
20783,0
11914,0
8917,0
4510,0
9643,0
19866,0
24357,0
10155,0
14305,0
1652,1
3035,0
17416,1
22924,0
25006,1
7521,0
24744,0
12185,1
17227,1
10859,0
6542,0
20280,0
15913,0
19751,0
18664,1
22965,0
5489,0
12536,0
22685,0
25714,0
9365,0
23734,1
24321,1
4774,0
6179,1
5744,0
10984,0
24968,0
14740,0
18611,0
1349,0
14285,0
13079,0
9158,0
24636,0
7786,0
20864,0
25913,0
23460,1
6532,0
8165,1
6142,1
1907,0
20011,0
9112,0
10034,1
11482,0
25908,1
7884,0
9747,0
23315,1
5978,0
3214,0
24886,0
15691,0
23907,0
4088,0
17075,0
14980,0
18216,1
23175,1
4591,0
11224,1
3980,0
13738,0
17458,1
22122,1
23872,1
24697,0
8497,0
2101,0
5034,0
1814,0
5616,1
2454,0
5684,0
16017,0
1836,0
20378,0
14961,0
15276,0
12691,0
24400,0
3245,0
3025,0
24550,0
22587,0
9406,0
18537,0
16773,0
21728,0
24872,0
3153,0
820,1
25716,0
4815,0
17440,0
3030,1
13481,0
7139,1
10202,1
1121,1
21449,0
25956,0
20275,0
20595,0
7357,0
14581,0
6561,0
12228,0
23885,0
25860,0
4519,1
13534,0
18525,1
13352,1
5965,0
2059,1
3596,0
1092,0
2004,0
1112,0
22301,1
3217,1
17322,0
5524,0
2331,0
8634,0
2119,0
18238,1
23422,0
4704,0
15661,0
10823,1
15502,0
15568,1
11733,1
1910,0
15577,0
8840,0
15070,0
7219,0
18943,0
3896,0
23172,1
22280,0
1795,0
14788,0
18909,0
20615,0
3461,1
11208,0
21779,0
21919,0
13543,0
22500,0
12914,1
4190,0
24174,0
24113,1
2030,1
15759,0
2869,1
9377,0
6544,0
23545,0
7154,0
8974,0
23367,0
23128,0
24790,0
5780,0
753,0
20343,0
12951,0
2089,0
8668,0
8710,0
16403,0
10886,0
19878,0
24197,0
25682,0
13267,0
5091,1
7847,0
23646,1
25725,0
26238,0
1504,1
4240,0
7699,0
11068,0
6792,0
6814,0
19453,0
7115,1
13074,0
24582,0
13008,0
7513,0
15034,0
14710,1
19818,0
15436,0
921,0
20340,0
26263,0
13004,1
2953,0
21745,0
4612,1
15647,0
15087,0
10770,0
15571,1
10924,0
25321,0
20891,1
9442,0
14122,1
2551,0
958,0
21560,0
21494,1
16659,0
20035,1
16280,0
2412,0
11304,0
15633,1
24994,1
8175,0
24521,0
11072,0
24743,1
6748,0
1391,0
8147,0
3959,0
11258,0
3055,1
12114,0
2126,0
9819,0
10671,0
18413,0
24742,0
22522,1
24468,0
15863,0
16997,1
23026,0
3170,1
1214,0
13662,1
7890,0
19952,1
11644,1
24826,0
16278,1
23304,0
25932,0
25210,1
12472,0
17121,0
7337,0
9398,1
482,0
17967,0
17674,1
22454,0
6545,0
10547,1
10822,1
25140,0
3909,0
16928,0
16141,0
20235,0
14252,0
24639,0
7936,0
18978,0
26027,0
18195,0
22553,0
399,0
18564,0
19324,0
2217,0
10783,0
6444,1
14604,0
22019,0
25678,0
15056,0
10604,0
18461,1
22605,0
26557,0
17835,0
2647,0
24669,0
19045,0
13551,0
24738,0
2338,0
7198,0
20279,1
19243,0
26529,0
5051,0
11832,1
16142,0
7918,0
176,0
20234,0
2444,0
14320,1
3457,0
10069,0
11995,0
6475,0
26178,0
7606,0
14964,0
24160,0
23682,0
10409,0
15639,0
3865,0
19059,0
786,0
18921,0
3342,0
5702,0
12804,0
16589,0
2835,0
17356,0
712,0
4639,1
867,0
5747,0
22462,0
26515,0
15988,0
17419,0
21083,0
23250,1
6710,0
18508,1
13968,0
11091,0
13442,1
10586,0
12135,1
18566,0
21803,1
12113,0
11811,0
14379,0
19822,0
25075,0
22056,0
25100,1
112,0
25553,0
950,0
8274,0
1959,0
19111,1
9323,0
17934,0
5900,0
7404,0
1906,0
2998,0
9474,0
18812,1
1753,0
21038,0
17055,0
11246,0
8313,0
18609,0
14530,0
10201,0
20339,0
9499,0
22569,0
4111,0
17783,0
289,0
20845,1
3271,0
